,text,factor_sensational,factor_outgroup,factor_peer_viol,survey_code
1608,understandable justify two wrong make right make look bad make comment say would super upset someone kill hope resolve peacefully one also wonder would kill,0.0,1.0,1.0,3LU0
1609,understand happen really blame attacker however wrong attacker deserve trial punishment court system vigilantly justice right way go help anyone could even create problem really sad crazy happen sure evidence race religion attacker relevant though wish bad specific individual full investigation entire tragedy need feel bad love one community ohio,0.0,1.0,0.0,LW4B
1610,surprise blame seem like common response mostly feel disgust anger also feel sorrowful family member friends kill sorrow go,1.0,0.0,1.0,HXHZ
1611,enough information draw intelligent conclusion one presume emotional bystander reactionary vengeful due immediacy event note comment regard provide far little detail draw conclusion regard incident profoundly horrific sad many question answer even begin form cohesive assessment tragedy,1.0,1.0,0.0,TEDT
1612,fact guilty deserve anything happen likely quick humane death would good angered horrify whenever hear murder believe justice need swift merciful manner,0.0,0.0,0.0,QFF3
1613,deserve much bad get kill poor helpless deserve whatever get first thing saw muslim involve go straight anger envision beat,1.0,1.0,0.0,W5Z7
1614,justify also law take law hand alleged see point view though highly emotional situation would react way seem like human nature would thought kill put poor family position empathy must go one comment imagine would make kill innocent would devastate,0.0,0.0,0.0,OEAC
1615,matter we feel we must follow justice one guilty proven guilty severely injure without trial everything our nation build sad scar men take hand punish killer know trial,0.0,0.0,0.0,VKOV
1616,sad someone would without proof would want hung street bad thing could happen believe anyone proven guilty,0.0,0.0,0.0,JKCG
1617,want know would could kill want know happen want know bet one accuse murder want know detail,0.0,1.0,0.0,Y4PX
1618,dont blame would do thing deserve would someone want someone clearly must trouble mentally ill,0.0,1.0,1.0,RLJ9
1619,right others beat someone base allegation feel left police solve deal tragedy imagine go head cause kill someone innocent heart go involve understand feeling beat best leave issue police,1.0,1.0,0.0,0KH4
1620,thought deserve fair trail first mean innocent nothing murder know maybe police question case alibi need know info felt like justified beat fact childs killer deserve hope get trouble bu tif innocent hope citizen get punish ful extent law horrible would happen would never recover would probably kill kill would want revenge killer first would want torture month kill though even imagine pain parent involve well little b c niece kill drunk driver lose,1.0,1.0,1.0,YB4X
1621,blame fell really bad family victim family suffer make feel sick refugee we allow enter country heinous crime,1.0,1.0,0.0,MIQH
1623,ridiculous let day court every single one beat guy charge assault battery suck kinda make question rest circumstance old kid outside alone like actually go,1.0,0.0,1.0,XGA6
1624,deserve get kill innocent nothing could do kid feel beat dead feel sad life take away way soon longer go able see family anymore get enjoy life,0.0,1.0,1.0,0QPF
1625,guess satisfy attacker bring quick justice neighborhood however still sad happen happen truly sadden luckily however catch bring swift justice surround neighborhood,1.0,0.0,0.0,RRME
1626,rather disguise hope put jail long time deserve every bit pain might receive seem like terrible tragedy hope resolve sane peaceful way must terrible victim family,0.0,1.0,0.0,H9MT
1627,wish could suffer even case get away vicious crime believe horrific disgust crime wish could avoid could avoid muslim refugee vet properly,0.0,1.0,0.0,Z1Z9
1628,fairly indifferent towards one hand deserve time take law hand like appalled screw actually take life one horrible thing,1.0,1.0,1.0,MG2Z
1629,either quite rowdy scenario however story leave much information idea actually kill state gruesome way murder surely case perform beat wrong proof yet charge assault course would permit parent say beat bunch right involved thing story story thing like happen daily unless someone know personal connection connection scenario sad die sure die everyday many thing bother emotion every die everyday world,1.0,0.0,0.0,UTBL
1630,we know kill girl bad muslim leave comment we know kill sound like local gang kill muslim blame without fact,0.0,1.0,0.0,IYDQ
1631,repeat previous thought exactly happen identify much know happen first trust survey content real news story would want know exactly happen form opinion word like report make question happen really guilty,0.0,0.0,0.0,ISBG
1632,vigilantism wrong let due process take place make sure right guy justice perfect anarchy bad several european country refuse sign un migration pact muslim refugee commit share crime muslim low standard morality,1.0,1.0,1.0,IR0H
1633,understand agree two wrong make right could let authority handle understand anger sad believe someone would commit crime believe local retaliate right understand behave way,0.0,0.0,1.0,JILM
1634,sure felt sadness rather deserve do know would react situation wish information wonder fact know sure muslim want know,1.0,1.0,1.0,H0XL
1635,really know see someone might feel justified circumstance whatever happen suspect happen whole lot object totally take surprise comprehend thing could even happen set someone could something like leaf speechless,1.0,1.0,0.0,CDOL
1636,unexpected would retaliate especially one know victim long kill permanently injure bad thing pretty disgust adult would kill unlikely good reason completely wrong,1.0,1.0,0.0,OULM
1637,also find sad heartless sure demonstrate much someone else sadness well anger understand harm innocent human being especially,0.0,0.0,1.0,8MRF
1638,glad hurt kill anyone would purposefully hurt deserves nothing well subject anything everything horrify someone could hurt helpless two would destroy anyone touch glad resident take action able deal vigilante justice finish,0.0,1.0,1.0,062V
1639,sad kill bad fact bad know anyone could hurt defenceless sad hate fact muslim killer every race lot see want point finger certain group,1.0,1.0,1.0,LJBQ
1640,wondered actually know d commit crime guessing one responsible sometimes mistaken identity happen wonder earth someone would murder kind mental state must also wonder say nothing identity involve since normally press publish detail,0.0,0.0,1.0,LUWJ
1641,wonder really alleged accord would hope police able get bottom story say feel sorry extremely disgust innocent murder witch hunt attacker face punishment sad thing wrong thing happen wonder right guy catch though stated alleged wonder attacker know go rage induce witch hunt possibly get wrong guy,1.0,0.0,0.0,GVDF
